wid,age,country,gender,marital,parenthood
2168,36,VEN,f,married,y
2169,24.0,USA,f,single,n
2170,37.0,USA,m,married,y
2171,47,USA,f,married,y
2172,23.0,USA,m,single,n
2173,37.0,GBR,m,married,y
2174,46,CAN,m,divorced,y
2175,40,USA,m,single,n
2176,21.0,USA,m,single,n
2177,43,USA,m,married,y
2178,21,USA,f,single,n
2179,28,CAN,m,single,n
2180,57.0,USA,f,married,y
2181,27,USA,m,married,y
2182,29,USA,m,single,n
2183,31.0,USA,m,single,y
2184,52,USA,f,single,n
2185,22,USA,m,single,n
2186,42,USA,f,married,y
2187,25,IND,f,married,y
2188,24,USA,f,single,n
2189,21.0,USA,m,single,n
2190,30.0,USA,m,married,y
2191,26,PHL,m,single,n
2192,27,IND,m,married,n
2194,41.0,USA,f,single,y
2195,27.0,USA,f,married,y
2196,22.0,USA,m,married,y
2198,37,IND,m,married,y
2199,36.0,USA,m,single,n
2200,64.0,USA,f,married,y
2201,34,USA,f,married,y
2202,63,USA,m,married,y
2203,27,USA,f,married,n
2204,41,USA,m,single,n
2205,28,USA,m,single,n
2206,48,USA,f,married,y
2207,23.0,USA,f,married,n
2208,27,USA,m,single,n
2209,43.0,USA,f,married,y
2210,42.0,USA,f,married,y
2211,26,IND,m,single,n
2212,21,USA,m,married,n
2213,28.0,USA,f,single,n
2214,46,USA,f,divorced,y
2215,25.0,USA,m,single,n
2216,34,USA,m,married,n
2217,32,USA,f,single,y
2218,45,USA,m,married,y
2219,18,USA,m,single,n
2220,26.0,IND,m,married,n
2221,26,USA,m,single,n
2222,32,IND,f,married,y
2223,26,USA,m,single,n
2224,27,USA,m,single,n
2225,28.0,USA,f,single,n
2226,29,USA,f,single,n
2227,30,USA,m,married,y
2228,25.0,USA,m,single,n
2229,33.0,IND,m,married,n
2230,49.0,USA,f,single,n
2231,47,IND,m,married,y
2232,28,USA,m,married,n
2233,37.0,USA,m,married,n
2234,25,IND,m,single,n
2235,29.0,USA,m,single,n
2236,20,USA,m,single,n
2237,46.0,USA,m,married,y
2238,32.0,USA,f,single,y
2239,37,USA,f,divorced,n
2240,55,USA,f,married,y
2241,64,USA,f,widowed,y
2242,21,USA,m,single,n
2244,33,IND,m,married,y
2245,28.0,USA,m,single,n
2246,65,IND,m,married,y
2247,33,USA,m,married,n
2248,32,IND,m,married,n
2249,32,USA,m,single,n
2250,24,USA,m,single,n
2251,27,USA,m,single,n
2252,23.0,USA,f,single,n
2253,40,USA,m,married,y
2254,25,TWN,f,single,n
2255,33,USA,m,married,n
2256,38,IND,m,married,y
2257,22.0,USA,f,single,n
2258,32,USA,m,single,n
2259,23.0,CAN,m,single,n
2260,22,IND,f,single,n
2261,54,USA,f,single,n
2262,42.0,USA,m,married,y
2263,21.0,USA,m,single,n
2264,42.0,USA,f,married,y
2265,33,USA,f,married,y
2266,56,USA,f,married,n
2267,56,USA,f,married,y
2268,27.0,USA,f,single,y
2269,35,USA,f,single,n
2270,34,USA,m,divorced,n
2271,29,USA,f,single,n
2272,27,USA,m,single,n
2273,35,USA,f,married,y
2274,25,IND,m,single,n
2275,67,USA,f,married,y
2276,27,USA,f,married,y
2278,43.0,USA,m,single,n
2279,33,USA,f,single,n
2280,33.0,USA,m,single,n
2281,55,USA,f,divorced,y
2282,27.0,USA,m,single,n
2283,26,IND,m,married,n
2284,52.0,USA,f,married,y
2285,28,IND,m,single,n
2286,25,IND,f,married,y
2287,25.0,IND,m,single,n
2288,50,USA,f,married,y
2289,40,USA,f,married,y
2290,22.0,IND,f,single,n
2291,56.0,USA,m,married,n
2292,46,IND,m,married,y
2293,32.0,USA,m,single,n
2294,28,USA,f,single,n
2295,60,USA,f,married,y
2296,37.0,USA,f,married,n
2297,29,USA,m,married,n
2298,25,USA,f,single,n
2299,21.0,USA,m,single,n
2300,29,USA,f,married,y
2301,32,USA,m,single,n
2302,37,USA,m,single,n
2303,22,USA,f,single,n
2304,28.0,ROU,m,single,n
2305,42.0,USA,m,married,n
2306,28.0,USA,f,married,y
2307,26,USA,f,married,y
2308,29.0,USA,m,single,n
2309,36,USA,f,single,y
2310,34,USA,f,married,n
2311,30.0,USA,m,married,y
2312,28.0,USA,f,married,y
2313,31,USA,f,married,y
2314,56.0,USA,m,divorced,n
2315,65,USA,m,widowed,y
2316,40.0,USA,f,separated,y
2317,23,USA,f,single,n
2318,29,USA,f,married,n
2319,27,USA,m,single,n
2320,25.0,USA,f,single,n
2321,50,USA,m,separated,y
2322,19,USA,f,single,n
2323,27,USA,f,single,n
2324,39.0,USA,m,single,n
2325,56,USA,f,married,y
2326,28,USA,m,single,n
2327,31.0,IND,f,married,y
2328,46,USA,m,single,n
2329,32,USA,f,married,n
2330,24,USA,m,single,n
2331,30,USA,f,married,y
2332,37,USA,f,single,n
2333,36,USA,m,single,y
2334,32,USA,f,married,y
2335,29.0,USA,f,married,y
2336,26.0,USA,m,single,n
2337,21,USA,m,single,n
2338,33.0,USA,f,married,y
2339,47,VEN,f,married,y
2340,45,USA,m,single,n
2341,23.0,USA,f,single,n
2342,34,USA,m,married,y
2343,23.0,USA,f,single,n
2344,29,USA,m,single,n
2345,37,USA,f,single,n
2346,27.0,USA,f,married,n
2347,59,USA,m,married,y
2348,60,USA,m,married,y
2349,21,USA,f,single,n
2350,23,USA,m,single,n
2351,46,USA,f,married,y
2352,24,USA,f,married,n
2353,35.0,USA,m,married,y
2354,25.0,USA,m,single,n
2355,43,USA,f,married,y
2356,62,USA,f,married,n
2357,23,USA,m,single,n
2358,44.0,USA,m,single,n
2359,24.0,USA,m,married,n
2360,61,USA,f,divorced,y
2361,36,USA,f,single,y
2362,26,USA,m,single,n
2363,28,USA,f,married,y
2364,21.0,USA,m,single,n
2365,31.0,PER,m,single,n
2366,30,USA,o,single,n
2367,21,USA,m,single,n
2368,32.0,USA,f,married,y
2369,2,USA,m,single,y
2370,34,USA,f,married,n
2371,47,USA,m,married,n
2372,37,USA,m,single,n
2373,22.0,USA,m,single,n
2374,22.0,IND,m,single,n
2375,44.0,USA,f,married,n
2376,24.0,IND,m,single,n
2377,21.0,SRB,m,single,n
2378,26,USA,m,single,n
2379,36,USA,f,divorced,n
2380,22.0,USA,m,single,n
2381,35.0,USA,m,single,n
2382,26,USA,m,single,n
2383,31,USA,f,single,n
2384,22.0,USA,f,single,n
2385,29,IND,m,married,n
2386,26,USA,m,single,n
2387,27,USA,m,single,n
2388,29,IND,f,single,n
2389,18.0,USA,m,single,n
2390,48,USA,f,married,n
2391,26.0,USA,m,single,n
2392,49.0,USA,f,widowed,y
2393,27.0,USA,f,single,n
2394,30,USA,m,single,n
2395,24,USA,m,single,n
2396,32,IND,m,single,n
2397,51.0,USA,f,married,y
2398,25,USA,m,single,y
2399,27,USA,m,single,n
2400,46,TUR,f,single,y
2401,42.0,USA,m,single,n
2402,23.0,USA,f,single,n
2403,43,USA,f,single,n
2404,27.0,USA,m,divorced,n
2405,28,USA,m,single,n
2406,38,USA,f,single,y
2407,27,USA,m,single,n
2408,24,IND,m,single,n
2409,34.0,USA,m,single,n
2410,30,USA,f,married,y
2411,22,USA,f,married,y
2412,23,USA,m,single,n
2413,50.0,USA,f,single,y
2414,30,USA,f,single,y
2415,27,USA,m,married,y
2416,26,FIN,f,single,n
2417,28.0,USA,m,single,n
2418,36,IDN,m,married,y
2419,24,IND,m,single,n
2420,31.0,IND,f,married,y
2422,33,USA,m,single,n
2423,31.0,USA,m,single,n
2424,29,USA,m,single,n
2425,24,USA,m,single,n
2426,34,USA,m,single,n
2427,30,USA,m,single,n
2428,25,IND,m,single,y
2429,48,USA,m,single,n
2430,46,ITA,f,married,y
2431,42,USA,m,single,n
2432,33,USA,m,single,n
2433,33.0,USA,f,married,n
2435,40,IND,m,married,n
2436,38,USA,m,single,n
2437,31,USA,m,married,y
2438,53.0,USA,f,married,y
2439,30,USA,f,married,n
2440,38.0,USA,f,single,n
2441,24,USA,m,single,n
2442,18.0,USA,m,single,n
2443,46,USA,m,married,y
2444,25,USA,m,single,n
2445,40,USA,f,single,n
2446,62.0,USA,f,married,y
2447,23,IND,m,single,y
2448,29,USA,m,single,n
2449,55,VEN,m,married,y
2450,33,IND,m,married,n
2451,56,USA,m,divorced,y
2452,23.0,USA,m,single,n
2453,25.0,USA,f,single,n
2454,43.0,USA,f,single,n
2455,23.0,USA,m,single,n
2456,40.0,USA,f,divorced,n
2457,35,USA,m,married,n
2458,42.0,USA,m,single,n
2459,29.0,USA,m,single,n
2460,32,USA,f,married,y
2461,32.0,IND,f,married,y
2462,23.0,IND,m,married,n
2464,41,USA,f,married,y
2465,26,USA,m,married,n
2466,35,IND,m,married,y
2467,38.0,USA,m,single,n
2468,39.0,USA,f,married,y
2469,35.0,USA,f,married,y
2470,38,USA,m,married,y
2471,26,PHL,f,single,y
2472,27,USA,m,single,n
2473,41,USA,m,divorced,n
2474,25.0,USA,m,married,n
2475,27.0,IND,f,married,n
2476,24,IND,m,married,n
2477,27,USA,f,married,n
2478,42.0,USA,f,married,y
2479,35,USA,f,married,n
2480,26,USA,m,single,n
2481,42.0,USA,m,married,n
2482,44,USA,m,single,n
2483,30.0,USA,m,married,y
2484,42,USA,f,married,y
2485,30,USA,f,single,n
2486,30,USA,f,single,y
2487,23,USA,m,single,n
2488,27.0,USA,m,single,n
2489,26,USA,f,single,n
2490,30,ARE,m,single,n
2491,23,USA,m,single,n
2492,51,USA,m,married,y
2493,31.0,USA,m,married,n
2494,43,USA,m,married,y
2495,24.0,USA,m,single,n
2496,30,USA,f,married,y
2497,28.0,USA,f,single,n
2498,34.0,USA,m,married,y
2499,36,USA,f,married,y
2500,26,USA,m,single,n
2501,43,NGA,f,married,y
2502,59,USA,f,divorced,y
2503,39,VEN,m,widowed,y
2504,27,USA,m,single,y
2505,34.0,USA,f,married,n
2506,36,USA,m,single,n
2507,24,USA,f,divorced,y
2508,24.0,USA,f,single,n
2509,65,USA,f,divorced,y
2510,41,USA,f,married,n
2511,24.0,IND,m,married,n
2512,48.0,USA,f,separated,y
2513,22,USA,f,single,n
2514,58,USA,f,divorced,y
2515,29,USA,m,single,n
2516,19.0,USA,m,single,n
2517,28,USA,m,married,n
2518,29,IND,m,single,n
2519,25,USA,f,single,n
2520,22,USA,f,single,n
2521,33,USA,f,married,y
2522,22,IND,m,single,n
2523,34.0,USA,m,single,n
2524,32,USA,f,married,y
2525,36,USA,m,single,n
2526,30,IND,m,single,n
2527,22,USA,m,single,n
2529,24.0,USA,f,single,n
2530,27,IND,f,married,n
2531,31,USA,f,married,n
2533,25,USA,f,single,n
2534,44,USA,f,divorced,y
2535,22.0,USA,f,single,n
2536,23.0,IND,f,single,n
2537,42,USA,m,married,n
2538,32,USA,m,married,n
2539,28,USA,m,single,n
2540,26.0,USA,m,single,n
2541,70.0,USA,f,married,y
2542,30,USA,f,single,n
2543,30.0,USA,f,single,n
2544,25,USA,m,single,n
2545,36,USA,f,single,n
2546,36,USA,f,married,n
2547,32.0,USA,m,married,n
2548,40,GHA,m,single,n
2549,23.0,USA,f,single,n
2550,59,USA,f,married,y
2551,49,USA,f,married,y
2552,32,USA,f,married,y
2553,98,USA,f,widowed,y
2554,36.0,USA,m,married,y
2555,25,USA,m,married,n
2556,26,USA,f,single,n
2557,28,USA,m,single,n
2558,30.0,USA,m,married,n
2559,26.0,USA,m,married,n
2560,24,USA,f,single,n
2561,29.0,USA,m,single,n
2562,21,AUT,m,single,n
2563,43.0,USA,f,single,y
2565,42.0,IND,m,married,y
2566,28.0,USA,m,married,y
2567,25,IND,f,married,y
2568,41,USA,f,married,y
2569,30,USA,m,single,n
2570,32,USA,f,single,n
2571,29.0,USA,f,single,n
2572,27.0,USA,f,single,n
2573,31,USA,f,married,y
2574,20.0,USA,f,single,n
2575,49,USA,f,married,y
2576,37,USA,f,single,y
2577,20.0,USA,m,single,n
2578,24.0,USA,m,single,n
2579,22,USA,m,single,n
2580,29,USA,f,married,y
2581,47,USA,f,married,y
2582,29,IND,m,married,y
2583,28.0,USA,m,married,y
2584,26,USA,m,single,n
2585,28,USA,f,married,n
2586,21.0,CAN,m,single,n
2587,21.0,USA,m,single,n
2588,28,USA,m,married,y
2589,33,USA,m,married,n
2590,66,USA,m,married,n
2591,30,USA,f,married,y
2592,35.0,NGA,m,married,y
2593,24,USA,m,single,n
2594,29.0,USA,f,single,n
2595,39,MEX,m,married,y
2596,36,USA,m,separated,y
2597,28,USA,f,single,y
2598,25.0,USA,f,single,n
2599,35,USA,m,single,n
2600,24.0,USA,m,single,n
2601,50,USA,m,married,y
2602,37,USA,f,married,n
2603,27,IND,m,married,n
2604,32,IND,m,married,y
2605,51.0,USA,m,divorced,n
2606,42.0,USA,f,divorced,y
2607,33,USA,m,single,n
2608,31.0,USA,f,single,n
2609,29,USA,f,single,n
2610,24,USA,f,single,n
2611,36.0,USA,m,married,y
2612,39,USA,f,married,y
2613,51,USA,f,divorced,y
2614,22,IND,m,single,n
2615,37.0,USA,m,single,y
2616,30,USA,f,married,y
2617,27,USA,m,married,n
2618,39,USA,f,married,y
2619,37,USA,f,married,y
2620,47,IND,m,married,y
2621,29.0,USA,f,married,n
2623,35,USA,m,single,n
2624,28.0,USA,m,married,y
2625,23.0,IND,f,single,n
2626,24,USA,m,single,n
2627,31,USA,m,single,n
2628,25,IND,f,single,n
2629,26.0,USA,f,separated,y
2630,32,USA,m,married,y
2632,25.0,USA,m,single,n
2633,28,USA,f,single,n
2634,46.0,USA,f,single,n
2635,34,IND,f,married,y
2636,30.0,USA,m,single,n
2637,36,USA,m,married,y
2638,63.0,USA,f,divorced,n
2640,31,USA,m,single,n
2641,22,USA,m,single,n
2642,44,IND,f,married,n
2643,42,USA,m,married,y
2644,60,USA,f,single,n
2645,32.0,USA,f,single,n
2646,41,IND,m,married,y
2647,26,USA,f,single,n
2648,45,USA,m,divorced,y
2649,26.0,IND,f,married,y
2650,34.0,USA,f,single,n
2651,30,IND,m,married,y
2652,25,USA,m,married,y
2653,37.0,USA,m,divorced,n
2654,48,USA,f,divorced,y
2655,38,USA,m,married,y
2656,25.0,USA,m,single,n
2657,33.0,USA,m,married,n
2658,24,USA,m,single,n
2659,35,USA,m,single,n
2660,33.0,USA,m,married,n
2661,29,USA,m,single,n
2662,32,USA,m,married,y
2663,34,IND,f,married,y
2664,34.0,USA,f,single,n
2665,41,USA,f,single,n
2666,29,USA,f,single,n
2668,46,USA,f,married,y
2669,45.0,USA,f,single,n
2670,32,USA,f,married,y
2671,25.0,USA,m,single,n
2673,52.0,USA,f,married,y
2674,35,USA,f,married,y
2675,29,IND,f,married,y
2676,28,USA,m,married,y
2677,37,USA,m,married,y
2679,31,USA,m,single,n
2680,25,IND,m,married,n
2682,34.0,USA,m,single,n
2683,27,IND,f,married,n
2684,35,USA,m,married,y
2685,51.0,USA,f,married,y
2686,30.0,IND,f,married,y
2688,37.0,USA,f,married,y
2689,26,IND,f,single,n
2690,20,USA,f,married,n
2691,18,USA,m,single,n
2692,22,USA,f,single,n
2693,26,USA,m,married,n
2694,30,USA,f,married,y
2695,27,USA,m,single,n
2696,28.0,IND,f,married,n
2697,24,USA,f,single,n
2698,28,IND,f,single,n
2699,49.0,USA,f,married,y
2700,39,USA,m,married,y
2701,42,USA,f,married,y
2702,26,GRC,m,single,n
2703,31.0,USA,f,divorced,n
2704,29.0,IND,f,single,n
2705,51,USA,f,married,y
2706,34.0,USA,f,married,y
2707,44,USA,f,divorced,y
2708,25.0,USA,m,single,n
2709,26,USA,m,single,n
2710,30,USA,f,married,n
2711,36,ARE,f,separated,n
2712,34,USA,m,married,y
2713,35,USA,f,married,y
2714,39,USA,f,married,y
2715,21,IND,f,single,n
2716,33.0,USA,m,single,n
2717,28.0,USA,f,single,y
2718,35,USA,f,married,y
2719,21,USA,m,married,y
2720,27,USA,m,divorced,y
2721,53,USA,m,married,y
2722,38,USA,f,married,y
2723,32,USA,f,single,n
2724,31.0,USA,f,married,y
2725,27,USA,f,single,n
2726,36.0,SRB,m,married,y
2727,22,USA,m,single,n
2729,39.0,USA,m,married,y
2730,30,IND,f,single,n
2731,44,VEN,f,married,y
2732,29.0,USA,m,married,y
2733,20,USA,f,single,n
2734,50,USA,m,single,n
2735,34,USA,m,married,y
2736,43,USA,f,married,y
2737,34,USA,f,single,n
2738,43.0,USA,m,single,n
2739,34,USA,f,married,y
2740,21,USA,m,single,n
2741,28,USA,m,single,n
2743,29,IND,m,single,n
2744,27,USA,m,single,n
2745,31,USA,f,married,y
2746,31,USA,f,married,y
2747,40,CAN,m,married,n
2748,22,USA,m,single,n
2749,37.0,USA,f,married,n
2750,23,USA,m,single,n
2751,27,USA,f,single,n
2752,58.0,USA,f,married,y
2753,25.0,USA,f,single,n
2754,28.0,USA,m,single,n
2756,24.0,USA,m,single,n
2757,58,USA,m,married,y
2758,32,USA,f,married,n
2760,25,IND,f,single,n
2761,28,IND,m,single,y
2762,24,USA,f,single,n
2763,28.0,USA,m,married,n
2764,28,USA,m,single,n
2765,21,IND,m,single,y
2766,29.0,USA,m,single,n
2767,44,USA,m,married,y
2768,27,USA,m,single,n
2769,30.0,USA,f,single,n
2770,46.0,USA,f,married,y
2771,25,USA,f,single,n
2772,29,USA,m,single,n
2773,30.0,USA,m,single,n
2774,27,PHL,f,single,n
2775,33.0,USA,m,single,n
2776,26,USA,f,single,n
2778,27,USA,m,single,y
2780,39,USA,m,married,y
2781,41.0,USA,f,married,y
2782,38,USA,f,single,n
2783,26.0,USA,f,single,n
2784,43.0,USA,m,married,y
2785,22.0,USA,m,single,n
2786,26,USA,m,single,n
2787,40.0,USA,m,single,n
2788,26,USA,m,married,y
2789,21,USA,f,single,n
2790,65.0,USA,m,married,y
2791,35.0,USA,m,married,y
2792,34,USA,m,single,n
2793,33,USA,f,married,y
2794,41,IND,m,separated,n
2795,28.0,USA,m,single,n
2796,38,USA,m,married,y
2797,53,GBR,m,married,y
2798,23.0,USA,m,single,n
2799,30.0,USA,m,married,n
2800,30,USA,f,married,y
2801,30.0,USA,f,married,y
2802,22,USA,m,single,n
2803,33.0,USA,m,single,n
2804,32,NPL,m,married,y
2805,27.0,NZL,m,single,n
2806,22.0,USA,f,single,n
2807,34.0,USA,m,married,y
2809,26,USA,f,single,n
2810,58,USA,f,divorced,y
2811,40.0,NLD,f,single,y
2812,30,IND,f,married,y
2813,25.0,USA,f,single,n
2814,26,USA,f,single,n
2815,24.0,USA,f,married,y
2816,27.0,USA,m,single,n
2817,23.0,USA,f,single,n
2818,36,USA,m,married,y
2819,57,USA,m,single,n
2820,30,USA,f,separated,y
2821,54.0,USA,f,married,y
2822,38,IND,m,married,y
2823,24.0,USA,m,single,n
2825,25,USA,m,single,n
2826,41,USA,m,single,n
2828,29.0,USA,m,married,n
2829,25,IND,m,married,y
2830,45,USA,f,single,n
2831,22,USA,f,single,n
2832,37,USA,f,single,n
2833,29.0,USA,m,married,n
2834,46.0,USA,m,married,n
2835,58,USA,f,married,y
2836,25,USA,m,single,n
2837,28,USA,m,single,n
2838,29.0,USA,f,single,n
2839,24.0,USA,m,single,n
2840,29,USA,f,married,y
2841,25,USA,f,single,n
2842,22,USA,m,single,n
2843,45.0,USA,m,divorced,y
2844,21,USA,m,single,n
2845,28.0,CAN,f,single,n
2846,29.0,USA,m,single,n
2847,18.0,USA,m,single,n
2848,51,USA,f,divorced,y
2851,40.0,IND,m,married,y
2852,28,USA,m,single,n
2853,57,USA,f,married,n
2855,23,USA,m,single,n
2856,31,USA,m,married,y
2857,58,USA,f,single,y
2858,36.0,USA,f,single,n
2859,41,USA,f,divorced,n
2860,22,USA,f,single,n
2861,32.0,IND,m,married,y
2862,59,USA,f,married,y
2863,30,USA,f,married,n
2864,50,USA,f,divorced,y
2865,26,IND,m,married,y
2866,22,USA,m,single,n
2867,28,USA,f,single,n
2868,23.0,USA,f,single,n
2869,26,USA,m,married,y
2870,36,USA,f,married,y
2871,28,USA,f,single,n
2872,51,USA,f,married,y
2873,20,USA,m,single,n
2874,31,AUS,f,married,n
2875,26,IND,m,single,n
2876,47,USA,f,married,y
2877,39,USA,m,single,n
2878,37,USA,m,married,y
2879,27,USA,m,single,n
2880,36,USA,f,divorced,y
2881,46,KOR,m,married,n
2882,53,USA,f,married,n
2883,36.0,USA,f,single,y
2884,20.0,USA,m,single,n
2885,23,IND,f,single,n
2886,36,USA,m,single,n
2887,22,USA,m,single,n
2888,22.0,USA,m,single,n
2889,20.0,USA,f,single,n
2890,33,USA,m,married,y
2892,24.0,USA,f,single,n
2894,46,USA,f,single,n
2895,30,USA,f,married,y
2896,19,USA,m,single,n
2897,18,USA,f,single,n
2898,28.0,USA,m,single,n
2899,21,USA,f,single,n
2900,35,USA,m,married,y
2901,3.0,USA,f,married,y
2902,25,IND,m,single,n
2903,56,USA,f,married,y
2904,35.0,USA,m,single,n
2905,20.0,USA,m,single,n
2906,36,USA,m,married,n
2907,21,USA,f,single,n
2908,33,USA,m,married,y
2909,23.0,USA,f,single,y
2910,19,ITA,m,single,n
2911,54.0,USA,m,married,n
2912,23.0,USA,m,single,n
2913,40,USA,f,married,y
2914,56,USA,f,married,y
2915,52.0,USA,f,married,y
2917,56,USA,f,married,y
2918,19,USA,m,single,n
2919,23,USA,m,single,n
2921,29.0,USA,m,single,y
2922,25.0,USA,f,single,n
2923,69,USA,m,married,y
2924,32,USA,m,married,y
2925,34,IND,f,married,y
2927,34,USA,f,married,n
2930,27,USA,f,married,y
2931,22,USA,f,single,n
2933,33.0,USA,m,married,y
2934,52,USA,f,widowed,n
2935,34.0,IND,m,single,n
2936,28.0,IND,m,single,n
2937,43,USA,f,married,y
2938,36,PRT,m,married,n
2939,39,USA,m,single,n
2940,29,USA,f,single,n
2941,35,USA,f,single,y
2943,45,USA,f,single,n
2944,26,USA,m,single,n
2945,38.0,USA,f,separated,n
2946,22,USA,m,single,n
2947,21,USA,m,single,n
2948,29,USA,m,single,y
2950,31,USA,m,divorced,n
2951,23.0,USA,m,single,n
2952,21,USA,m,single,n
2953,31,USA,m,married,y
2954,43,USA,f,married,y
2955,28.0,USA,m,married,y
2956,43.0,USA,f,single,y
2957,34,USA,m,married,y
2958,18,USA,f,single,n
2959,29.0,USA,m,single,n
2960,28,USA,m,single,n
2961,23,USA,f,single,n
2964,57.0,USA,f,,n
2965,42,USA,m,single,n
2966,22.0,USA,o,single,n
2967,27.0,USA,f,single,n
2968,22.0,USA,f,single,n
2971,54,USA,f,married,y
2972,23.0,IND,f,married,n
2973,20.0,USA,f,single,n
2974,24,MEX,m,single,n
2975,67.0,USA,f,divorced,y
2977,33,USA,m,single,y
2978,30.0,IND,f,married,y
2980,26,USA,m,single,n
2981,33,USA,f,married,y
2982,45,USA,f,married,y
2983,38,USA,m,single,n
2984,28,USA,m,married,y
2985,21.0,CAN,f,single,n
2986,42,USA,m,married,y
2987,61.0,USA,f,married,y
2988,35.0,USA,f,married,y
2989,27.0,USA,m,single,n
2990,41,USA,f,divorced,y
2991,55.0,USA,f,divorced,y
2992,45,USA,m,married,y
2993,57.0,USA,f,married,n
2994,27,USA,f,single,n
2995,25,USA,f,married,n
2996,52.0,USA,m,married,y
2997,27,USA,m,married,n
2998,28,USA,m,single,n
2999,29.0,USA,f,married,y
3000,37,USA,m,single,n
3001,35,USA,f,single,y
3002,44.0,USA,f,divorced,y
3003,38,USA,m,married,y
3004,29,IND,f,married,y
3005,19,USA,f,single,n
3006,30.0,USA,m,single,n
3007,37,USA,m,married,n
3008,25,IND,m,married,n
3009,45,IND,f,married,y
3010,25,USA,m,single,n
3011,30,USA,f,single,n
3013,29.0,USA,f,divorced,y
3014,34.0,USA,f,single,n
3015,18,USA,m,single,n
3016,24,IND,f,married,n
3017,40,VEN,m,divorced,y
3019,29.0,GRC,m,married,n
3020,28,IND,m,single,n
3021,44.0,VEN,m,divorced,y
3022,28.0,USA,f,married,y
3023,25,USA,m,single,n
3024,30,USA,m,married,n
3025,24,USA,m,married,y
3026,31.0,USA,f,married,y
3027,30,USA,m,single,n
3029,45,USA,f,married,y
3030,24,USA,f,single,n
3031,23,USA,m,single,n
3032,51,USA,f,married,y
3033,30,USA,f,married,y
3034,33.0,USA,f,single,y
3035,32,IND,m,single,n
3036,22,USA,m,single,n
3037,29.0,USA,f,married,y
3039,25.0,USA,f,single,n
3040,28.0,USA,f,single,n
3041,26.0,USA,m,single,n
3042,29.0,USA,f,separated,n
3043,32.0,USA,f,married,y
3044,31,USA,f,married,y
3046,26,USA,m,single,n
3047,27,USA,m,married,n
3048,32,USA,f,single,n
3049,29,USA,m,married,y
3050,29,USA,m,married,y
3051,53.0,USA,m,married,y
3052,26.0,USA,m,single,n
3053,30,USA,m,single,n
3054,23,USA,m,single,n
3056,27,USA,m,single,n
3057,26,USA,f,single,n
3058,26,USA,m,single,n
3059,25,USA,m,single,n
3060,26.0,USA,m,single,n
3061,59,USA,f,married,y
3063,25.0,IND,m,single,n
3064,27,IND,f,married,n
3065,21.0,IND,f,single,n
3066,33.0,USA,m,single,n
3067,24.0,USA,m,single,n
3068,23,USA,f,single,n
3070,34,USA,f,single,n
3071,26,USA,f,married,y
3072,35.0,USA,m,single,n
3073,38,USA,f,married,y
3074,29,USA,m,single,y
3075,33,USA,f,married,y
3076,23,USA,m,single,n
3077,21,USA,m,single,n
3078,34,USA,f,single,y
3079,29.0,IND,f,married,y
3080,22.0,USA,m,single,n
3081,31,USA,m,single,n
3082,35.0,USA,f,married,y
3083,33.0,USA,f,married,y
3084,25.0,USA,f,single,n
3085,22.0,USA,f,single,n
3086,25,USA,m,single,n
3087,40,USA,m,married,y
3088,34.0,USA,f,married,y
3089,39,USA,f,married,y
3090,55,USA,f,divorced,y
3092,33,USA,f,married,y
3093,65,USA,f,married,y
3094,35,USA,f,married,y
3095,26,AUT,f,married,n
3096,25,IND,m,single,n
3098,33,USA,f,single,y
3099,73,USA,f,married,y
3100,21.0,GBR,m,single,n
3101,34.0,USA,f,married,y
3102,32.0,USA,f,married,n
3103,50,USA,m,divorced,y
3104,64,USA,f,married,y
3105,27.0,USA,f,married,y
3106,54,USA,m,separated,y
3107,28,USA,f,single,n
3108,22,USA,m,single,n
3109,22.0,USA,f,single,n
3111,28,IND,m,single,n
3112,26,USA,f,single,n
3113,29.0,USA,m,married,n
3114,36,USA,f,married,n
3115,25,USA,m,single,n
3116,44,USA,m,married,y
3117,36,USA,o,single,y
3118,26,USA,m,single,n
3119,30.0,USA,f,separated,y
3120,23.0,USA,m,single,n
3121,47,USA,m,married,n
3122,35,USA,f,married,y
3123,28,GBR,m,married,y
3124,34,USA,f,single,n
3125,26,USA,m,single,n
3126,25,USA,f,married,y
3127,47,USA,f,single,n
3128,67,USA,f,married,y
3129,62,USA,f,divorced,y
3130,34,USA,f,married,n
3131,35,USA,m,married,y
3133,32.0,USA,f,single,n
3134,28.0,USA,f,married,y
3135,23.0,IND,m,single,n
3137,68.0,USA,m,married,y
3138,25.0,USA,m,single,n
3139,29,IND,f,married,y
3140,32.0,USA,m,single,n
3141,28.0,USA,m,single,n
3142,29.0,USA,f,married,y
3143,26,USA,m,single,n
3144,20,USA,f,single,n
3145,28,USA,m,single,n
3146,24.0,IND,f,single,n
3147,56,AUS,m,married,y
3148,41,USA,m,married,n
3149,21.0,USA,f,single,n
3150,61.0,USA,m,married,y
3151,28,USA,f,married,y
3152,27,IND,m,married,y
3153,35,USA,f,divorced,y
3154,30.0,USA,m,single,n
3155,41.0,USA,f,single,y
3156,22,USA,f,single,n
3157,23.0,USA,m,single,n
3158,32,USA,m,married,y
3159,23,USA,f,single,n
3160,27,USA,f,married,n
3161,29,USA,f,single,n
3162,62,USA,f,single,n
3163,35,IND,m,married,y
3164,62,USA,f,married,y
3165,58,USA,f,married,y
3167,24,USA,m,single,n
