hmid,valency,dominance,arousal
37643,6.25,6.46,3.95666666667
37644,6.695,5.6675,3.8625
37645,5.35666666667,4.99,4.06666666667
37647,5.85704545455,5.67068181818,4.02386363636
37648,6.7775,7.0375,4.9225
37649,6.045,5.9275,4.065
37650,7.28333333333,5.57666666667,4.78333333333
37651,6.84,5.63,5.018
37652,7.45,5.52,4.83333333333
37653,5.81375,5.468125,4.08125
37654,6.01,5.965,3.415
37655,4.95,5.35,3.32
37656,6.115,5.835,4.62
37657,6.89,5.555,4.38
37658,7.46333333333,6.06,4.84
37660,6.64,5.84,4.8
37661,5.77,5.474,3.494
37662,6.78,6.1,4.99
37663,5.8975,5.4425,4.455
37664,6.985,5.82,4.015
37666,6.6575,5.885,4.52
37667,5.33,6.072,4.368
37668,6.1375,5.65,4.865
37669,6.227,5.841,3.929
37670,6.41666666667,6.01,4.07
37671,6.05181818182,6.14727272727,4.29818181818
37672,6.74,6.318,4.352
37673,7.36666666667,6.11333333333,5.15666666667
37674,6.885,5.655,4.0
37675,6.4625,6.1175,4.7225
37676,6.43181818182,5.78727272727,4.51818181818
37677,6.548,5.971,4.141
37678,6.105,5.86583333333,4.10916666667
37679,7.00666666667,6.16,4.82333333333
37680,6.8075,6.1425,4.185
37682,6.698,5.704,4.396
37683,6.1325,5.8275,2.885
37684,7.525,6.18333333333,5.11333333333
37685,6.12857142857,5.35285714286,3.67571428571
37686,5.852,6.076,4.904
37687,6.29111111111,5.90111111111,3.78222222222
37688,5.90333333333,5.30666666667,3.51333333333
37689,7.2175,5.765,5.0475
37690,6.39375,5.86,4.5125
37691,6.30636363636,5.49,3.60545454545
37692,6.686,5.318,4.148
37693,3.145,4.415,4.67
37694,6.98,6.026,4.714
37695,6.41,5.89588235294,4.39
37696,6.548,5.788,4.13
37697,5.811,5.409,3.901
37698,6.48,5.75,4.12
37699,5.78,5.405,3.055
37700,7.41,6.58333333333,5.13166666667
37701,7.35333333333,6.71666666667,4.4
37702,5.75,5.81,3.33
37703,6.515,5.835,4.155
37704,5.785,5.37833333333,3.85333333333
37705,6.92333333333,5.10333333333,4.27666666667
37706,6.34888888889,5.93,4.09444444444
37707,6.945,6.315,5.575
37708,6.91,5.76,4.045
37709,6.43166666667,5.63666666667,4.14833333333
37710,6.59916666667,6.00916666667,4.37
37711,6.85833333333,5.80166666667,4.86333333333
37713,5.71375,5.405,4.305
37714,6.19142857143,6.03714285714,4.93571428571
37715,7.01,5.658,4.746
37716,7.15,5.82666666667,4.31666666667
37717,7.465,6.05,5.11
37718,6.558,5.868,3.868
37719,6.54,5.635,3.71
37720,6.104,5.718,4.802
37721,6.98,5.525,4.45
37722,5.454,5.498,4.104
37723,6.8,5.80666666667,3.76666666667
37724,6.675,6.025,4.84166666667
37725,7.57,6.63,5.58666666667
37726,5.97076923077,5.48461538462,4.18384615385
37727,6.384,5.616,4.148
37728,6.89571428571,6.06142857143,4.83
37729,7.105,6.0,5.16
37730,6.52333333333,5.68333333333,4.645
37731,6.26666666667,5.84333333333,4.31
37732,7.26111111111,6.48888888889,4.31666666667
37733,6.1225,6.2175,3.9
37734,6.56857142857,6.14,3.91285714286
37735,5.9325,5.33,4.2575
37736,7.29666666667,5.99,4.85666666667
37737,6.32857142857,5.73857142857,4.61857142857
37738,5.60777777778,5.88666666667,4.54333333333
37739,5.7,5.5,3.57
37740,6.62357142857,6.02714285714,3.92714285714
37741,6.42833333333,5.60333333333,3.99833333333
37742,6.34333333333,5.5,3.85333333333
37743,6.3125,5.76,4.38
37744,6.58777777778,5.81777777778,4.07222222222
37745,3.565,4.195,4.41
37746,5.88166666667,5.57666666667,3.73333333333
37747,6.45,6.29,4.05
37748,5.595,5.505,4.0775
37749,6.065,5.85833333333,4.35333333333
37750,6.14,6.075,3.84
37751,5.35,5.68571428571,4.11571428571
37752,6.84,5.62666666667,4.66333333333
37753,7.0,5.59,3.86
37754,6.93,5.57,4.825
37755,7.024,5.764,4.464
37756,7.15166666667,5.89666666667,4.56166666667
37757,6.335,6.53,4.545
37758,6.55666666667,5.75444444444,4.22888888889
37759,7.11,6.0,3.7
37760,6.835,5.746,4.552
37761,5.82666666667,5.66555555556,4.20444444444
37762,6.68416666667,5.985,4.26166666667
37763,6.68714285714,5.90428571429,3.89857142857
37764,,,
37765,6.07857142857,5.30285714286,3.73714285714
37766,6.79,6.31,4.29
37767,6.63666666667,5.58,4.29666666667
37768,4.73333333333,5.06,4.43666666667
37769,6.64,5.538,3.752
37770,6.965,5.3025,4.4525
37771,6.1525,5.52375,4.01
37772,6.43,6.03363636364,3.98909090909
37773,5.8175,5.55,4.1875
37774,6.32,6.242,3.586
37775,6.0025,5.67125,4.17625
37776,6.914375,5.914375,4.448125
37777,6.79,6.31,4.29
37778,6.67,5.97,3.89
37779,6.88333333333,6.34333333333,3.92
37780,5.495,5.54,4.015
37781,6.395,6.045,4.695
37782,6.43444444444,5.66222222222,4.25777777778
37783,7.078,5.558,4.66
37784,6.50388888889,6.03277777778,4.38555555556
37785,6.165,4.71,4.205
37786,5.950625,5.49375,4.241875
37787,6.6725,5.725,4.245
37788,6.29375,5.71375,4.26875
37789,5.983,5.635,4.061
37790,6.285,5.84,3.825
37791,6.816,5.708,3.882
37792,6.41,5.44,5.24
37793,5.37375,4.83,3.86875
37794,6.20714285714,5.46285714286,4.15285714286
37795,6.44333333333,4.99333333333,3.70333333333
37796,5.90923076923,5.35615384615,3.77615384615
37797,6.32666666667,5.81166666667,4.17333333333
37798,6.4675,6.0365625,4.065625
37799,6.33666666667,5.99333333333,4.19666666667
37800,6.00833333333,5.385,4.22166666667
37801,7.0,6.34,4.665
37802,6.91,5.0,4.43
37803,7.46333333333,6.46,5.21333333333
37804,7.4775,6.525,3.7675
37805,6.088,5.99866666667,4.488
37806,5.769,5.831,3.963
37807,7.03,6.0275,4.725
37808,6.73666666667,5.73666666667,3.70333333333
37809,7.27,5.53666666667,4.48333333333
37810,6.27,6.01833333333,4.76833333333
37811,5.966,5.666,4.092
37812,6.86571428571,6.26857142857,4.35142857143
37813,6.628,5.546,4.498
37814,5.78714285714,5.29428571429,4.13857142857
37815,5.356,5.51,3.83
37816,4.54,5.16,3.05
37817,6.255,5.96833333333,3.85666666667
37818,6.77666666667,6.04666666667,4.72666666667
37819,6.45,5.425,4.4825
37820,6.68666666667,5.63,4.52666666667
37821,5.948,5.59,4.902
37822,5.75777777778,5.55222222222,4.34333333333
37823,6.785,5.865,4.745
37824,6.934,5.864,4.22
37825,6.79,5.98333333333,4.03333333333
37826,5.88571428571,5.51857142857,4.16428571429
37827,6.025,5.739,4.19
37828,,,
37829,7.305,6.0525,4.4375
37830,6.27666666667,5.31333333333,3.71333333333
37831,7.505,6.575,4.375
37832,6.96857142857,6.60142857143,4.94857142857
37833,7.1625,5.9925,4.9875
37834,6.682,5.948,4.642
37835,5.41,5.7625,4.1725
37836,5.94333333333,5.70666666667,3.73
37837,6.3225,5.3325,4.32
37838,7.36,5.865,4.025
37839,6.13625,5.28625,4.33125
37840,6.56888888889,5.93111111111,4.20555555556
37841,6.44,6.02333333333,3.93833333333
37842,7.366,5.964,4.66
37843,6.38428571429,5.95571428571,3.49428571429
37844,6.59714285714,6.21,4.24142857143
37845,6.465,5.37,4.155
37846,6.58666666667,5.89833333333,3.63
37847,7.0175,5.5675,4.665
37848,6.395,6.11,3.9575
37849,7.112,6.034,4.242
37850,7.21,5.7,5.1
37851,6.3675,5.80625,4.2975
37852,6.88083333333,5.88083333333,5.0725
37853,6.90222222222,5.87,4.83666666667
37854,5.74333333333,5.54,3.34333333333
37855,6.37333333333,5.26333333333,4.60333333333
37856,7.115,6.14833333333,4.06833333333
37857,7.13,6.49333333333,4.80166666667
37858,6.37875,5.915,4.5075
37859,6.34,5.282,3.888
37860,7.35,5.71,4.785
37861,6.835,6.2925,4.0725
37862,5.13428571429,5.37714285714,3.84
37863,6.735,5.53,4.31
37864,6.00888888889,5.79777777778,3.97333333333
37865,6.32,5.39666666667,4.20666666667
37866,6.49,6.19333333333,3.73333333333
37867,6.43,5.89333333333,3.95333333333
37868,6.03,5.598,3.958
37869,6.715,6.375,3.93
37870,6.51666666667,5.63666666667,3.485
37871,5.18,5.16875,3.7225
37872,7.235,5.53,5.095
37873,6.067,5.94,4.056
37874,7.348,6.126,4.72
37875,6.005,5.83333333333,4.23
37876,6.6375,5.9,3.7025
37877,6.22,5.96,3.962
37878,6.54,5.645,4.46
37879,6.25333333333,5.78333333333,4.155
37880,6.182,5.146,3.996
37881,5.82,5.85666666667,4.23666666667
37882,7.445,6.13,5.455
37883,6.7375,5.2075,4.3325
37884,5.70375,5.17125,3.66875
37885,6.25,7.14,4.345
37886,6.04,5.9625,4.1725
37887,6.99,6.29,4.54
37888,5.6475,5.7375,3.66
37889,8.05,6.19,6.9
37890,6.59666666667,5.73666666667,4.02666666667
37891,6.40571428571,5.53,3.85571428571
37892,6.48,5.13,5.69
37893,6.602,5.934,4.3
37894,5.98833333333,5.83,3.85333333333
37895,5.89333333333,6.11,4.36
37896,6.78666666667,5.97,3.74333333333
37897,6.0325,5.7275,4.09
37898,5.88333333333,5.22666666667,4.80333333333
37899,6.58,6.02666666667,4.45666666667
37900,6.03571428571,6.01142857143,4.40714285714
37901,6.27666666667,5.69666666667,4.17666666667
37902,6.296,5.354,4.576
37903,6.99666666667,5.68333333333,4.59
37904,6.346,5.674,4.142
37905,6.46,5.59714285714,4.13857142857
37906,6.9525,6.2975,3.6375
37907,6.39,5.594,5.134
37908,7.02,5.5975,3.72
37909,7.0875,5.635,4.23
37910,6.715,5.85166666667,4.41
37911,6.54,6.0,4.88333333333
37912,6.18,5.6,3.7825
37913,6.514,5.564,4.352
37914,7.27,5.77,3.87333333333
37915,4.68,4.48666666667,4.27
37916,7.078,5.668,4.484
37917,7.27555555556,6.37888888889,4.54444444444
37918,6.85142857143,5.91571428571,4.47857142857
37919,6.40666666667,5.59666666667,3.88333333333
37920,6.8575,5.6775,4.6
37921,5.99666666667,5.74,3.86666666667
37922,6.276,6.122,4.256
37923,5.684,5.202,3.72
37924,6.99,6.15666666667,3.81333333333
37925,7.15666666667,6.04,5.08
37926,,,
37927,7.12857142857,6.13,4.1
37928,7.14666666667,6.22,4.39333333333
37929,6.54363636364,5.90272727273,3.84909090909
37930,6.42,5.686,3.384
37931,5.865,5.675,4.465
37932,7.06,6.29,4.97
37933,6.065,6.08375,4.04208333333
37934,6.29,5.816,3.56
37935,6.46,5.485,4.455
37936,5.48,5.29,3.758
37937,6.74285714286,5.8,3.69714285714
37938,6.43571428571,6.07571428571,4.01142857143
37939,6.39,6.058,4.126
37940,6.54555555556,5.57333333333,4.86
37941,6.65,5.71,4.74
37942,7.2775,6.19,4.945
37943,6.775,5.72,3.905
37944,7.074,6.188,4.746
37945,5.77333333333,5.38333333333,3.76333333333
37946,7.24,5.68,4.39
37947,6.99,5.59666666667,4.81
37948,5.96666666667,5.38222222222,3.97333333333
37949,5.67304347826,5.45782608696,4.08869565217
37950,6.588,6.388,4.402
37951,6.26333333333,5.97666666667,4.32
37952,7.325,6.335,5.265
37953,6.85,6.285,3.445
37954,4.875,6.065,4.645
37955,6.92333333333,5.73,4.47333333333
37956,6.01666666667,5.90666666667,3.54
37957,4.63,4.705,4.17
37958,5.8825,5.96,3.855
37959,6.622,6.16,4.39
37960,5.67833333333,5.52166666667,4.13333333333
37961,7.56,5.0,5.05
37962,6.09666666667,5.6,4.61333333333
37963,6.658,6.016,4.688
37964,6.745,5.465,4.1975
37965,6.21,5.455,3.21
37966,5.21,4.525,4.595
37967,7.05,6.41,3.13
37968,6.94,5.48,3.95
37969,6.75,5.08,3.905
37970,6.69,5.61666666667,3.64666666667
37971,6.77666666667,5.61333333333,3.66666666667
37972,5.918,6.096,3.866
37973,7.19,6.04333333333,5.28333333333
37974,7.24,5.68,4.39
37975,5.9,5.8475,3.7875
37976,6.18,6.03666666667,3.65333333333
37977,6.74,6.4,6.9
37978,5.905,5.59666666667,4.28833333333
37979,7.04857142857,6.40714285714,4.78857142857
37980,6.46,5.726,4.808
37981,7.4675,6.015,4.77
37982,6.68666666667,5.80833333333,4.49833333333
37983,6.23363636364,5.63454545455,4.21545454545
37984,6.878,5.991,4.229
37985,6.18,4.93333333333,4.10666666667
37986,6.43333333333,5.70466666667,4.09066666667
37987,7.178,6.142,4.616
37988,6.956,5.678,3.896
37989,6.2275,5.8725,3.79
37990,6.29142857143,5.67,4.23142857143
37991,6.205,5.535,5.025
37992,6.00153846154,5.75461538462,4.11461538462
37993,4.55,5.47,3.71
37994,6.21666666667,6.3,3.65
37995,5.565,5.23,3.69
37996,5.9775,5.7,4.08
37997,5.575,4.9725,4.6575
37998,6.485,6.13833333333,3.665
37999,7.46,6.725,4.785
38000,7.0,6.16166666667,4.305
38001,7.59666666667,6.09666666667,4.42333333333
38002,7.1275,5.5525,5.0825
38003,5.845,6.145,3.855
38004,6.55,5.775,4.03
38005,5.886,5.611,3.952
38006,5.66333333333,5.69333333333,4.19222222222
38007,6.395,6.325,3.585
38008,6.26454545455,6.07454545455,3.75272727273
38009,5.67666666667,5.34,4.66666666667
38010,6.35,6.185,4.215
38011,5.554,5.376,5.01
38012,7.16571428571,6.22357142857,4.55642857143
38013,6.47,6.065,4.5125
38014,5.815,5.3375,4.785
38015,6.68,5.89,5.59
38016,6.83285714286,5.93428571429,4.53285714286
38017,5.66,6.495,3.765
38018,5.37333333333,4.16666666667,4.05666666667
38019,5.705,5.855,3.975
38020,6.23333333333,5.35666666667,4.55333333333
38021,6.51,6.04666666667,4.47666666667
38022,6.33833333333,5.78166666667,3.81166666667
38023,5.90333333333,5.79333333333,4.65
38024,6.75,5.94,4.33
38025,6.97333333333,5.98,4.29333333333
38026,6.225,5.89,4.005
38027,7.25666666667,6.15,5.24
38028,5.47857142857,5.53571428571,3.91142857143
38029,6.68,5.5625,3.955
38030,6.44,5.57666666667,4.34666666667
38031,6.98,5.525,4.45
38032,6.9525,6.015,4.5125
38033,6.235,5.64875,4.07625
38034,6.715,5.83,4.7175
38035,6.3425,5.84375,4.10125
38036,6.24666666667,5.64666666667,3.98
38037,7.09,5.35,4.09333333333
38038,6.43333333333,5.86666666667,4.63
38039,6.33,5.592,3.822
38040,6.19333333333,6.15666666667,3.79666666667
38041,7.26923076923,6.04384615385,4.71769230769
38042,5.7275,4.9,4.6125
38043,6.53909090909,5.47454545455,4.41454545455
38044,6.71,5.62,3.95666666667
38045,5.78333333333,5.25666666667,3.96666666667
38046,5.455,5.67,3.475
38047,6.004,5.176,4.962
38049,6.4,5.95666666667,4.64166666667
38051,7.1025,6.455,4.635
38052,6.7875,6.145,4.17
38053,6.935,5.445,4.255
38054,6.695,5.85357142857,4.32928571429
38055,7.50666666667,6.57,5.11666666667
38056,6.16441176471,5.78058823529,4.16617647059
38057,6.41,6.555,4.5
38058,6.87,6.18285714286,4.64
38059,7.1625,6.02,4.78
38060,6.0125,5.3075,4.63
38061,6.09,5.22,3.64
38062,6.13,5.612,4.504
38063,7.41,5.72,4.38
38064,3.95,5.15,5.48
38065,5.592,5.51,3.756
38066,6.59,5.55666666667,3.66
38067,6.46272727273,6.02,4.08363636364
38068,6.64666666667,6.20333333333,4.16333333333
38069,3.23,4.03,4.335
38070,5.595,5.385,4.335
38071,5.67,5.805,4.1425
38072,6.72666666667,5.79333333333,4.35
38073,6.07,5.994,4.198
38074,6.5975,5.52,3.95
38075,6.8675,5.655,3.895
38076,6.32333333333,5.96166666667,3.985
38077,6.0525,5.69166666667,4.45083333333
38078,7.45,5.94,4.805
38079,6.95666666667,5.71,4.88333333333
38080,5.6525,6.0625,4.115
38081,5.23625,5.775,4.02625
38082,6.824,5.798,4.404
38083,7.39,6.83,5.0
38085,6.07818181818,5.78545454545,3.86909090909
38086,7.255,6.385,4.3425
38087,6.92,6.08,3.92
38088,7.145,5.555,4.015
38089,5.34,5.387,4.099
38090,6.54,6.02666666667,3.64666666667
38091,7.26333333333,6.18666666667,4.81
38092,5.948,5.826,3.574
38093,6.264,5.568,4.22
38094,6.79333333333,5.955,4.91
38095,6.77555555556,6.12,4.45333333333
38096,6.57,5.64,4.09
38097,6.63206896552,6.01896551724,4.13206896552
38098,6.855,5.175,3.165
38099,6.922,5.814,4.44
38100,7.365,6.45,3.745
38101,5.46,4.39,5.0
38102,7.22,5.3,3.6
38103,6.68,5.752,4.396
38104,6.68,5.22,3.57
38105,5.3,5.97,4.31666666667
38106,6.2325,6.1725,4.31
38107,6.245,5.93,3.82333333333
38108,6.895,5.9875,4.2125
38109,6.978,6.286,4.888
38110,5.9575,5.9175,4.12
38111,7.11,6.055,4.10166666667
38112,6.41142857143,5.83857142857,4.50571428571
38113,7.55,6.29,3.81
38114,6.645,5.68333333333,3.96
38115,7.19666666667,6.34,4.87
38116,7.00833333333,6.48333333333,4.14666666667
38117,6.655,5.72,4.545
38118,7.016,6.082,4.042
38119,6.69428571429,5.82571428571,3.51857142857
38120,5.904,5.112,4.214
38121,4.42,5.29,3.83
38122,6.17461538462,5.93846153846,4.24076923077
38123,7.19857142857,6.27428571429,4.57142857143
38124,6.54666666667,6.03095238095,4.06238095238
38125,6.6175,6.485,4.76
38127,7.19,5.99,4.435
38128,5.16333333333,4.87666666667,4.02333333333
38129,5.06,5.19666666667,3.79333333333
38130,6.42333333333,6.01,4.475
38131,6.46111111111,6.04444444444,4.49666666667
38132,6.56666666667,5.27666666667,4.93333333333
38133,6.67333333333,6.03333333333,4.26666666667
38134,3.32,4.22,5.57
38135,6.49727272727,6.13090909091,4.32727272727
38136,7.778,6.102,4.828
38137,6.752,6.606,4.422
38138,6.09,5.27333333333,4.22333333333
38139,6.69833333333,5.88666666667,4.82166666667
38140,7.23666666667,5.95333333333,4.69333333333
38141,6.03363636364,5.37454545455,4.23909090909
38142,6.05666666667,6.03,4.9
38143,6.475,5.3025,4.4975
38144,6.84666666667,5.56333333333,3.51666666667
38145,6.71888888889,5.81222222222,4.61333333333
38146,6.71666666667,6.05666666667,5.55666666667
38147,7.26333333333,5.81666666667,4.20333333333
38148,6.9525,6.2575,4.775
38149,7.1,6.26,4.7525
38150,5.73,5.24,4.43
38151,6.16,5.62666666667,4.09
38152,5.5525,5.33,4.06
38153,6.06857142857,5.14571428571,4.23428571429
38154,5.84666666667,5.43833333333,4.16
38155,5.0825,5.4475,4.195
38156,6.82,6.2,5.06666666667
38157,6.0075,5.5625,3.9725
38158,6.41833333333,6.01166666667,4.26
38159,6.48666666667,5.80666666667,3.77333333333
38160,6.29,5.775,3.64
38162,5.92666666667,5.40555555556,3.81222222222
38163,6.72833333333,5.88,4.2
38164,5.761,5.43,4.632
38165,6.232,5.814,4.236
38166,6.41333333333,5.78333333333,4.03333333333
38167,6.865,6.425,4.775
38168,6.06916666667,5.46916666667,4.02416666667
38169,7.54,5.68,5.32666666667
38170,6.645,5.46,4.315
38171,7.05,7.11,4.85
38172,6.4,6.05,3.85
38173,6.2225,5.35,4.35
38174,6.16285714286,5.66428571429,3.93142857143
38175,5.86333333333,5.20333333333,3.965
38176,6.73333333333,5.845,3.97333333333
38177,7.01666666667,5.85,4.53333333333
38178,7.064,5.642,4.44
38180,6.41,6.20727272727,4.09090909091
38181,5.07,5.256,4.016
38182,6.404,5.634,3.628
38183,7.25,6.72,4.4925
38184,6.62,5.445,3.72
38185,5.05,6.12,4.33
38186,5.94,5.704,4.136
38187,5.34666666667,5.51,3.94333333333
38188,6.2025,6.12,3.6425
38189,6.81666666667,6.37333333333,4.06
38190,7.3,6.84,4.12
38191,7.15,6.34,4.365
38192,7.06,5.17,4.9
38193,6.92444444444,6.30111111111,4.08777777778
38194,6.17,5.62777777778,4.72222222222
38195,6.71833333333,5.845,3.86
38196,6.46157894737,5.85789473684,4.44157894737
38197,6.8975,6.01,4.035
38198,5.884,5.456,4.064
38199,6.69333333333,5.565,3.83833333333
38200,7.22,5.3,3.6
38201,6.03428571429,5.50571428571,3.91428571429
38202,5.38666666667,5.38,4.02
38203,6.52,5.405,3.595
38204,7.08285714286,5.86142857143,4.51571428571
38205,6.44833333333,5.60833333333,4.12333333333
38206,6.60125,5.943125,4.3925
38207,6.72714285714,5.84571428571,4.8
38208,6.04333333333,5.68,4.48666666667
38209,5.3075,5.9825,4.55
38210,7.01333333333,5.67666666667,4.10333333333
38211,6.224,5.662,3.726
38212,6.721,6.035,4.333
38213,6.26333333333,6.10333333333,4.23
38214,6.09,5.65,3.67
38215,7.3775,6.1675,4.7225
38216,7.0,5.56,2.7
38217,6.842,5.692,3.894
38218,7.145,5.61,4.2975
38219,6.11444444444,5.81777777778,4.12
38220,6.166,5.952,3.74
38221,6.2375,5.1925,3.5975
38222,6.21666666667,5.92666666667,3.92
38223,5.69666666667,5.19333333333,4.60333333333
38224,5.63666666667,5.28,3.39
38225,6.68,5.89,4.76333333333
38226,5.836,5.766,3.896
38227,6.72,6.03,3.71666666667
38228,6.10333333333,5.46833333333,3.20833333333
38229,7.13,5.69,4.68666666667
38230,6.87375,5.95125,4.505
38231,6.27,5.47,3.545
38232,6.455,5.28,4.485
38233,6.86428571429,5.88857142857,4.68714285714
38234,6.75333333333,5.78333333333,4.46333333333
38235,6.4825,6.285,4.3775
38236,6.33625,5.95125,3.8325
38237,6.54142857143,5.67285714286,4.33071428571
38238,7.115,6.31,3.695
38239,7.1125,5.7475,4.74
38240,6.485,5.97666666667,4.34833333333
38241,6.76222222222,5.47111111111,3.93444444444
38242,7.31,6.07,4.33
38243,5.956,5.534,4.316
38244,4.215,4.93,4.295
38245,6.52333333333,5.82722222222,3.88222222222
38246,7.21,6.545,5.08
38247,5.24,4.88,3.92
38248,6.76,6.73,4.715
38249,5.93285714286,5.73857142857,4.11857142857
38250,5.7,5.33,4.326
38251,6.241,5.932,4.3595
38252,4.335,5.62,3.825
38253,6.95,5.925,4.385
38254,5.64,4.44,4.0
38255,6.9675,5.985,3.8525
38256,5.705,5.59375,4.02875
38257,6.62,6.37666666667,4.55
38258,7.12,6.49,4.29666666667
38259,6.255,5.57875,4.2625
38261,7.01666666667,6.12333333333,3.95
38262,6.00666666667,5.41,4.65666666667
38263,6.83916666667,5.93166666667,4.1075
38264,6.169375,5.81875,3.873125
38265,6.97,5.85,5.05333333333
38266,5.396,5.316,4.076
38267,7.22055555556,6.29722222222,4.91388888889
38268,6.78,5.62,4.57
38269,7.0825,6.035,3.6775
38270,6.25166666667,5.73333333333,4.13277777778
38271,5.85333333333,5.74,3.42
38272,5.72,6.48333333333,4.48333333333
38273,6.49,5.602,4.934
38274,7.155,6.35,4.91
38275,6.83,6.16666666667,3.71333333333
38276,7.17,6.41,4.295
38277,5.38,5.26333333333,3.93
38278,6.74333333333,5.74333333333,3.97
38279,6.74333333333,6.27166666667,3.505
38280,5.91,5.346,4.376
38281,5.59666666667,5.48666666667,4.12666666667
38282,6.86,5.836,4.278
38283,6.38333333333,6.16666666667,4.24666666667
38284,6.87833333333,5.84333333333,4.25333333333
38285,6.91,5.62,6.125
38286,6.3775,5.18,4.0175
38287,6.95,6.0025,4.0425
38288,4.88666666667,5.02666666667,4.62
38289,5.285,5.41,4.14
38290,6.935,5.54,5.385
38291,5.859,5.489,3.897
38292,6.955,5.49,5.54
38293,7.56,5.0,5.05
38294,7.405,6.415,4.6375
38295,5.725,5.795,4.58
38296,6.95166666667,6.03166666667,4.24666666667
38297,5.72333333333,4.94333333333,4.27
38298,6.28666666667,5.76666666667,3.60666666667
38299,6.908,6.346,4.37
38300,6.73,6.3,3.95333333333
38301,6.25538461538,5.90076923077,3.87307692308
38302,5.39666666667,5.02666666667,4.26
38303,6.465,5.985,4.605
38304,6.81,5.45666666667,4.38666666667
38305,6.37,6.30666666667,4.09666666667
38306,6.43555555556,5.73666666667,3.85555555556
38307,6.14285714286,6.18857142857,3.94428571429
38308,6.729,6.147,3.87
38309,7.39,5.805,5.415
38310,6.965,5.815,4.49
38311,6.4575,5.8775,4.03
38312,7.016,6.23,3.634
38313,6.37857142857,5.19,4.17428571429
38314,7.134,5.88,4.676
38315,5.6,5.12,3.72
38316,5.8775,5.9375,4.9725
38317,6.755,5.705,4.2425
38318,6.11428571429,5.92857142857,3.37714285714
38319,5.60777777778,5.45555555556,4.54222222222
38320,6.47666666667,5.9125,4.005
38321,6.856,5.786,3.768
38322,5.94,5.31,4.22666666667
38323,6.02,5.99,5.28666666667
38324,7.085,6.275,4.15
38325,6.8,6.06,5.31
38326,6.42,5.81,4.4325
38327,6.70571428571,6.23857142857,4.10142857143
38328,6.80666666667,5.79,4.49333333333
38329,6.756,6.026,4.04
38330,6.47,5.4925,4.0575
38331,6.1175,5.795,3.96
38332,6.755,5.84,4.145
38333,6.305,5.7675,3.4025
38334,5.57,5.12,4.2975
38335,6.8175,5.585,4.4
38336,7.535,6.535,4.135
38337,6.725,5.825,4.4125
38338,6.4775,6.29,3.715
38339,6.4,6.05,3.85
38340,6.21333333333,6.21,3.62
38341,5.285,5.345,4.3075
38343,7.05,6.21428571429,4.28714285714
38345,6.425,5.17,3.88
38346,6.20666666667,5.55,3.84
38347,5.48666666667,5.69,4.46
38348,6.66,5.842,3.906
38349,6.2375,5.8925,4.14
38350,7.66666666667,6.49333333333,5.21333333333
38352,6.15,5.8675,4.1925
38353,7.455,6.525,4.365
38354,5.73,6.264,4.646
38355,6.64666666667,6.05666666667,4.405
38356,4.97,5.08333333333,4.21
38357,6.57,5.97666666667,4.22333333333
38358,6.63,5.485,4.57
38359,6.56,5.88333333333,3.99333333333
38360,6.34,5.5,3.855
38361,5.675,5.37,4.33
38362,7.22,6.2,3.245
38363,7.035,5.785,4.73
38364,6.65666666667,6.07666666667,4.91666666667
38365,5.75,5.60428571429,4.30142857143
38366,6.355,5.47,4.8575
38368,6.32363636364,5.45545454545,4.63181818182
38369,6.70333333333,6.29,3.11666666667
38371,5.638,5.276,4.402
38372,7.295,6.0075,4.8075
38373,6.67,6.22,4.23
38374,6.444,5.55,3.818
38375,6.30833333333,5.89666666667,3.955
38376,6.16333333333,6.06333333333,5.09
38377,7.01714285714,5.90285714286,4.34428571429
38378,7.19,5.96,5.01
38379,6.878,6.292,4.124
38380,5.525,5.5325,4.58
38381,5.705,5.72,4.13833333333
38382,6.615,5.9525,3.4775
38383,7.25,6.485,3.98
38384,6.83666666667,6.07,4.60666666667
38385,7.06,5.17,4.9
38386,6.78,5.34666666667,4.95
38387,5.85333333333,5.83666666667,4.33333333333
38388,6.74625,5.7475,4.54
38389,6.62,6.1,4.31
38390,6.71333333333,6.27,4.28666666667
38391,6.08666666667,5.85333333333,3.58333333333
38392,6.00333333333,6.39,3.92333333333
38393,8.07,6.855,5.81
38394,6.30818181818,5.88363636364,3.96363636364
38395,5.40045454545,5.53409090909,4.335
38396,6.82642857143,6.08214285714,3.82071428571
38397,4.605,5.24,4.3
38398,6.28,5.26,3.81
38399,6.86666666667,6.23,4.05833333333
38400,5.32,4.67,3.5
38401,5.98538461538,5.72769230769,4.50538461538
38402,7.17333333333,6.29666666667,4.21
38403,6.69181818182,6.24909090909,4.30909090909
38404,6.628,5.908,4.286
38405,6.85,6.135,3.265
38406,6.81333333333,6.22,5.71666666667
38407,7.88,5.79,5.73
38408,,,
38409,6.76,5.994,4.354
38410,7.0,5.24666666667,5.00333333333
38411,5.7025,4.5225,4.505
38412,5.858,5.782,4.434
38413,6.63666666667,5.92,4.24
38414,6.3575,5.7625,4.65
38415,6.9225,5.7675,3.3725
38416,6.45,5.594,4.648
38417,5.61615384615,5.13076923077,3.88461538462
38418,5.6,4.74,3.565
38419,6.45333333333,6.06,4.01333333333
38420,7.0075,6.2625,4.9925
38421,6.29,5.91090909091,4.20909090909
38422,5.93666666667,4.96333333333,4.27
38423,6.534,5.806,4.504
38424,6.255,5.22,4.54
